S.No.|marca modelo|año fabricacion|kilometros|tipo combustible|transmisión|tipo de dueño|rendimiento|motor|potencia|asientos|precio venta
834|Volkswagen Polo GT TSI|2015|57022|Petroleo|Automatico|Primer|17.21 kmpl|1197 CC|103.6 bhp|5.0|6510.0
835|Ford Figo Diesel Titanium|2015|92000|Diesel|Manual|Primer|20.0 kmpl|1399 CC|68.05 bhp|5.0|4250.0
836|Maruti Swift ZXI|2014|33372|Petroleo|Manual|Segundo|18.6 kmpl|1197 CC|85.8 bhp|5.0|6210.0
837|Hyundai Grand i10 CRDi Magna|2016|52625|Diesel|Manual|Primer|24.0 kmpl|1120 CC|70 bhp|5.0|4580.0
838|Mahindra Xylo H4|2016|215000|Diesel|Manual|Primer|14.02 kmpl|2179 CC|118.3 bhp|7.0|7500.0
839|Maruti Alto Green LXi (GNC)|2012|65537|GNC|Manual|Primer|26.83 kmpl|796 CC|38.4 bhp|5.0|2100.0
840|Hyundai i10 Magna 1.1|2014|60138|Petroleo|Manual|Primer|19.81 kmpl|1086 CC|68.05 bhp|5.0|4090.0
841|Skoda Octavia Elegance 2.0 TDI AT|2014|84000|Diesel|Automatico|Primer|19.3 kmpl|1968 CC|141 bhp|5.0|10750.0
842|BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater|2014|47000|Diesel|Automatico|Primer|15.97 kmpl|2993 CC|258 bhp|7.0|41500.0
843|Maruti Celerio VXI AT|2014|33450|Petroleo|Automatico|Primer|23.1 kmpl|998 CC|67.04 bhp|5.0|4400.0
844|Volkswagen Vento Diesel Comfortline|2013|125000|Diesel|Manual|Segundo|20.54 kmpl|1598 CC|103.6 bhp|5.0|6250.0
845|BMW 3 Series 320d Highline|2011|99606|Diesel|Automatico|Segundo|16.07 kmpl|1995 CC|181 bhp|5.0|10500.0
846|Maruti Ertiga ZDI|2014|64000|Diesel|Manual|Primer|20.77 kmpl|1248 CC|88.8 bhp|7.0|7250.0
847|Ford Figo Diesel ZXI|2013|51000|Diesel|Manual|Primer|20.0 kmpl|1399 CC|68.05 bhp|5.0|3200.0
848|Volkswagen Polo 1.2 MPI Highline|2014|57000|Petroleo|Manual|Primer|16.47 kmpl|1198 CC|74 bhp|5.0|3950.0
849|Audi A6 3.0 TDI quattro|2009|48040|Diesel|Automatico|Segundo|16.77 kmpl|2967 CC|241.38 bhp|5.0|12070.0
850|Toyota Innova Crysta 2.4 ZX MT|2017|43200|Diesel|Manual|Primer|13.68 kmpl|2393 CC|147.8 bhp|7.0|18600.0
851|Hyundai Verna 1.6 CRDi EX AT|2013|66000|Diesel|Automatico|Primer|22.32 kmpl|1582 CC|126.3 bhp|5.0|5700.0
852|Hyundai Santro Xing GL Plus|2013|31000|Petroleo|Manual|Primer|17.92 kmpl|1086 CC|62.1 bhp|5.0|1750.0
853|Audi A4 2.0 TDI|2011|46000|Diesel|Automatico|Segundo|16.55 kmpl|1968 CC|147.51 bhp|5.0|10990.0
854|Audi A4 2.0 TDI|2012|47346|Diesel|Automatico|Primer|16.55 kmpl|1968 CC|147.51 bhp|5.0|14500.0
855|Skoda Laura 1.9 TDI MT Ambiente|2009|100000|Diesel|Manual|Primer|17.0 kmpl|1896 CC|105 bhp|5.0|3110.0
856|Honda CR-V 2.0L 2WD AT|2015|63856|Petroleo|Automatico|Primer|13.7 kmpl|1997 CC|153.86 bhp|5.0|13960.0
857|Hyundai Verna 1.6 SX CRDi (O)|2015|72996|Diesel|Manual|Primer|22.32 kmpl|1582 CC|126.32 bhp|5.0|7110.0
858|Honda Mobilio RS i DTEC|2014|23000|Diesel|Manual|Primer|24.5 kmpl|1498 CC|98.6 bhp|7.0|6900.0
859|Hyundai i20 1.2 Asta Option|2018|15985|Petroleo|Manual|Primer|18.6 kmpl|1197 CC|81.83 bhp|5.0|7770.0
860|Toyota Innova 2.5 G (Diesel) 7 Seater BS IV|2011|98000|Diesel|Manual|Segundo|12.8 kmpl|2494 CC|102 bhp|8.0|5500.0
861|Hyundai i20 Magna 1.2|2014|70089|Petroleo|Manual|Primer|18.6 kmpl|1197 CC|81.83 bhp|5.0|5350.0
862|Mahindra Bolero VLX BS IV|2011|99000|Diesel|Manual|Segundo|13.6 kmpl|2523 CC|63 bhp|7.0|4500.0
863|Volkswagen Vento 1.5 TDI Comfortline|2014|72000|Diesel|Manual|Primer|20.34 kmpl|1498 CC|103.2 bhp|5.0|4750.0
864|Jaguar XF 2.2 Litre Luxury|2015|44194|Diesel|Automatico|Primer|16.36 kmpl|2179 CC|187.7 bhp|5.0|32800.0
865|Maruti Zen LXi - BS III|2005|102000|Petroleo|Manual|Primer|17.3 kmpl|993 CC|60 bhp|5.0|700.0
866|Mercedes-Benz E-Class Facelift|2018|56652|Diesel|Automatico|Primer|13.0 kmpl|2987 CC|258 bhp|5.0|50290.0
867|Toyota Fortuner 3.0 Diesel|2010|41650|Diesel|Manual|Segundo|11.5 kmpl|2982 CC|171 bhp|7.0|10990.0
868|Hyundai Grand i10 AT Asta|2015|61717|Petroleo|Automatico|Primer|18.9 kmpl|1197 CC|82 bhp|5.0|5570.0
869|Hyundai Xcent 1.2 CRDi S|2018|25302|Diesel|Manual|Primer|25.4 kmpl|1186 CC|73.97 bhp|5.0|5900.0
870|Hyundai Creta 1.6 VTVT S|2016|47016|Petroleo|Manual|Primer|15.29 kmpl|1591 CC|121.3 bhp|5.0|9430.0
871|Hyundai i10 Sportz|2010|69000|Petroleo|Manual|Primer|20.36 kmpl|1197 CC|78.9 bhp|5.0|2900.0
872|Honda Brio S MT|2016|32700|Petroleo|Manual|Primer|19.4 kmpl|1198 CC|86.8 bhp|5.0|3680.0
873|Toyota Fortuner 4x2 AT|2015|101337|Diesel|Automatico|Primer|12.55 kmpl|2982 CC|168.5 bhp|7.0|21670.0
874|Audi A4 2.0 TDI Multitronic|2011|59000|Diesel|Automatico|Primer|16.55 kmpl|1968 CC|140 bhp|5.0|12500.0
875|Toyota Innova Crysta 2.8 ZX AT|2018|41736|Diesel|Automatico|Primer|11.36 kmpl|2755 CC|171.5 bhp|7.0|19920.0
876|Honda City i DTEC VX|2014|71649|Diesel|Manual|Primer|25.1 kmpl|1498 CC|98.6 bhp|5.0|6750.0
877|Honda City i DTEC VX|2015|80606|Diesel|Manual|Primer|25.1 kmpl|1498 CC|98.6 bhp|5.0|6960.0
878|Renault KWID 1.0 RXT Optional|2017|63262|Petroleo|Manual|Primer|21.7 kmpl|999 CC|67 bhp|5.0|3250.0
879|Maruti Swift DDiS ZDI Plus|2018|5456|Diesel|Manual|Primer|28.4 kmpl|1248 CC|74 bhp|5.0|8650.0
880|Maruti Celerio VXI Optional AMT|2017|7500|Petroleo|Automatico|Primer|23.1 kmpl|998 CC|67.04 bhp|5.0|5000.0
881|Mahindra XUV500 W8 2WD|2011|66000|Diesel|Manual|Primer|15.1 kmpl|2179 CC|140 bhp|7.0|5500.0
882|Hyundai i10 Magna|2010|66770|Petroleo|Manual|Segundo|20.36 kmpl|1197 CC|78.9 bhp|5.0|2600.0
883|Hyundai i10 Magna 1.1|2014|58472|Petroleo|Manual|Primer|19.81 kmpl|1086 CC|68.05 bhp|5.0|3410.0
884|Maruti Dzire VXI|2011|46687|Petroleo|Manual|Primer|22.0 kmpl|1197 CC|81.80 bhp|5.0|2700.0
885|Maruti Grand Vitara AT|2008|77000|Petroleo|Automatico|Cuarto o más|9.7 kmpl|1995 CC|163.5 bhp|5.0|5500.0
886|Audi TT 40 TFSI|2012|7000|Petroleo|Automatico|Primer|14.33 kmpl|1984 CC|226.6 bhp|4.0|35000.0
887|Mercedes-Benz New C-Class C 200 CGI|2011|48000|Petroleo|Automatico|Segundo|14.74 kmpl|1991 CC|184 bhp|5.0|9750.0
888|Nissan Sunny 2011-2014 Diesel XV|2013|47000|Diesel|Manual|Primer|21.64 kmpl|1461 CC|84.8 bhp|5.0|4250.0
889|Maruti Wagon R LXI|2015|51530|Petroleo|Manual|Primer|18.9 kmpl|998 CC|67.1 bhp|5.0|3200.0
890|Maruti Swift Dzire ZDI|2014|25789|Diesel|Manual|Segundo|23.4 kmpl|1248 CC|74 bhp|5.0|6850.0
891|Honda Amaze S i-Dtech|2015|48000|Diesel|Manual|Primer|25.8 kmpl|1498 CC|98.6 bhp|5.0|4500.0
892|Maruti Swift ZDI|2012|52000|Diesel|Manual|Primer|28.4 kmpl|1248 CC|74 bhp|5.0|3550.0
893|Hyundai Accent Executive GNC|2010|95637|GNC|Manual|Segundo|13.2 kmpl|1495 CC|93.7 bhp|5.0|1900.0
894|Mahindra Scorpio LX 2.6 Turbo|2008|131000|Diesel|Manual|Primer|10.5 kmpl|2609 CC|120 bhp|7.0|3600.0
895|Mercedes-Benz E-Class E250 CDI Avantgrade|2015|42076|Diesel|Automatico|Primer|13.0 kmpl|2143 CC|201.1 bhp|5.0|21800.0
896|Toyota Fortuner 4x2 Manual|2012|76000|Diesel|Manual|Segundo|13.0 kmpl|2982 CC|168.5 bhp|7.0|13500.0
897|Datsun redi-GO T Option|2016|20487|Petroleo|Manual|Primer|22.7 kmpl|799 CC|53.64 bhp|5.0|2660.0
898|Honda City V MT|2010|43000|Petroleo|Manual|Segundo|16.8 kmpl|1497 CC|116.3 bhp|5.0|3750.0
899|Toyota Camry Hybrid|2018|17000|Petroleo|Automatico|Primer|19.16 kmpl|2494 CC|158.2 bhp|5.0|32000.0
900|Honda City i DTec V|2016|60805|Diesel|Manual|Primer|26.0 kmpl|1498 CC|98.6 bhp|5.0|8070.0
901|Volkswagen Jetta 2012-2014 2.0L TDI Trendline|2012|58775|Diesel|Manual|Primer|19.33 kmpl|1968 CC|138.1 bhp|5.0|5640.0
902|Audi A6 2011-2015 2.0 TDI|2013|70181|Diesel|Automatico|Primer|17.68 kmpl|1968 CC|174.33 bhp|5.0|23990.0
903|Maruti Ertiga VDI|2016|85827|Diesel|Manual|Primer|20.77 kmpl|1248 CC|88.76 bhp|7.0|7500.0
904|Mercedes-Benz New C-Class C 220 CDI Style|2016|58205|Diesel|Automatico|Primer|19.27 kmpl|2143 CC|167.62 bhp|5.0|27000.0
905|Maruti Swift Dzire Vdi BSIV|2008|91000|Diesel|Manual|Segundo|19.3 kmpl|1248 CC|73.9 bhp|5.0|2850.0
906|Renault Duster 110PS Diesel RxZ Pack|2012|74000|Diesel|Manual|Primer|19.01 kmpl|1461 CC|108.45 bhp|5.0|6350.0
907|Maruti Ritz VDi|2010|79324|Diesel|Manual|Primer|21.1 kmpl|1248 CC|73.9 bhp|5.0|3300.0
908|Maruti Swift Dzire VXI|2013|38623|Petroleo|Manual|Primer|19.1 kmpl|1197 CC|85.8 bhp|5.0|5000.0
909|Maruti Swift ZDi|2014|59923|Diesel|Manual|Primer|22.9 kmpl|1248 CC|74 bhp|5.0|6460.0
910|Hyundai EON Sportz|2017|23360|Petroleo|Manual|Primer|21.1 kmpl|814 CC|55.2 bhp|5.0|3750.0
911|Maruti Zen VXI BSII|2003|61495|Petroleo|Manual|Tercer|17.3 kmpl|993 CC|60 bhp|5.0|1520.0
912|Maruti Eeco 7 Seater Standard|2012|56661|Petroleo|Manual|Primer|15.1 kmpl|1196 CC|73 bhp|7.0|3610.0
913|Audi Q5 30 TDI quattro Premium|2017|40318|Diesel|Automatico|Primer|14.16 kmpl|1968 CC|174.3 bhp|5.0|43740.0
914|Audi Q3 2.0 TDI|2014|60000|Diesel|Automatico|Primer|15.73 kmpl|1968 CC|174.33 bhp|5.0|20000.0
915|Smart Fortwo CDI AT|2008|103000|Diesel|Automatico|Segundo|0.0 kmpl|799 CC|null bhp|2.0|3000.0
916|Maruti Swift Dzire VDi|2010|130000|Diesel|Manual|Primer|19.3 kmpl|1248 CC|73.9 bhp|5.0|3650.0
917|Tata Sumo DX|2013|20000|Diesel|Manual|Primer|14.07 kmpl|1978 CC|83.1 bhp|10.0|5250.0
918|BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater|2016|76000|Diesel|Automatico|Primer|15.97 kmpl|2993 CC|258 bhp|7.0|58000.0
919|Honda City i-VTEC CVT VX|2015|30000|Petroleo|Automatico|Primer|18.0 kmpl|1497 CC|117.3 bhp|5.0|8650.0
920|Tata Indigo eCS eLX BS IV|2015|150000|Diesel|Manual|Primer|25.0 kmpl|1396 CC|69.01 bhp|5.0|2500.0
921|Volkswagen Vento TSI|2014|28000|Petroleo|Automatico|Primer|16.93 kmpl|1197 CC|103.6 bhp|5.0|7750.0
922|Maruti Celerio VXI|2015|74000|Petroleo|Manual|Primer|23.1 kmpl|998 CC|67.04 bhp|5.0|4150.0
923|Toyota Fortuner 3.0 Diesel|2011|75000|Diesel|Manual|Primer|11.5 kmpl|2982 CC|171 bhp|7.0|10850.0
924|Mitsubishi Outlander 2.4|2010|76000|Petroleo|Automatico|Segundo|11.3 kmpl|2360 CC|170 bhp|5.0|5530.0
925|Volkswagen Jetta 2007-2011 1.9 Highline TDI|2014|64889|Diesel|Automatico|Primer|15.5 kmpl|1896 CC|105 bhp|5.0|11500.0
926|Porsche Cayman 2009-2012 S|2010|10000|Petroleo|Manual|Primer|9.0 kmpl|3436 CC|null bhp|2.0|40000.0
927|Hyundai Creta 1.6 CRDi SX|2015|43000|Diesel|Manual|Primer|19.67 kmpl|1582 CC|126.2 bhp|5.0|9250.0
928|Skoda Fabia 1.2 MPI Ambiente Petrol|2011|47490|Petroleo|Manual|Primer|17.5 kmpl|1198 CC|75 bhp|5.0|2290.0
929|Ford EcoSport 1.5 TDCi Titanium|2015|80000|Diesel|Manual|Primer|22.77 kmpl|1498 CC|98.59 bhp|5.0|7000.0
930|Maruti Zen Estilo 1.1 LXI BSIII|2007|60000|Petroleo|Manual|Segundo|18.2 kmpl|1061 CC|64 bhp|5.0|1650.0
931|Maruti Ciaz 1.4 Delta|2017|6006|Petroleo|Manual|Primer|20.73 kmpl|1373 CC|91.1 bhp|5.0|8250.0
932|Mercedes-Benz New C-Class C 200 Avantgarde Edition C|2011|71703|Petroleo|Automatico|Primer|14.74 kmpl|1991 CC|181.03 bhp|5.0|9140.0
933|Honda Amaze SX i-VTEC|2016|33000|Petroleo|Manual|Primer|17.8 kmpl|1198 CC|86.7 bhp|5.0|6500.0
934|Toyota Etios GD|2012|60000|Diesel|Manual|Primer|23.59 kmpl|1364 CC|null bhp|5.0|2950.0
935|Renault Duster 85PS Diesel RxL|2015|91000|Diesel|Manual|Primer|19.87 kmpl|1461 CC|83.8 bhp|5.0|5750.0
936|Maruti Wagon R LXI LPG BSIV|2012|72000|GLP|Manual|Primer|26.2 kmpl|998 CC|58.2 bhp|5.0|2850.0
937|Volkswagen Polo Petrol Highline 1.2L|2011|43000|Petroleo|Manual|Segundo|16.47 kmpl|1198 CC|73.9 bhp|5.0|2100.0
938|Hyundai Creta 1.6 SX Plus Diesel|2017|63770|Diesel|Manual|Primer|19.67 kmpl|1582 CC|126.2 bhp|5.0|13550.0
939|Jaguar XF Diesel|2012|43510|Diesel|Automatico|Primer|14.74 kmpl|2993 CC|270.9 bhp|5.0|20500.0
940|Jeep Compass 2.0 Limited 4X4|2017|52000|Diesel|Manual|Primer|16.3 kmpl|1956 CC|170 bhp|5.0|20000.0
941|Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic|2018|31427|Diesel|Automatico|Primer|15.68 kmpl|1999 CC|177 bhp|5.0|59720.0
942|Maruti Baleno Alpha Diesel|2016|29000|Diesel|Manual|Primer|27.39 kmpl|1248 CC|74 bhp|5.0|6500.0
943|Maruti Ciaz ZDi SHVS|2016|56000|Diesel|Manual|Primer|28.09 kmpl|1248 CC|88.5 bhp|5.0|7500.0
944|Maruti SX4 Vxi BSIII|2007|76000|Petroleo|Manual|Segundo|15.0 kmpl|1586 CC|104.68 bhp|5.0|2150.0
945|Hyundai Elantra CRDi SX|2015|53615|Diesel|Manual|Primer|22.7 kmpl|1582 CC|126.24 bhp|5.0|8440.0
946|Mitsubishi Pajero Sport 4X4|2013|132000|Diesel|Manual|Primer|13.5 kmpl|2477 CC|175.56 bhp|7.0|12490.0
947|Volkswagen Ameo 1.2 MPI Comfortline|2017|14800|Petroleo|Manual|Primer|17.0 kmpl|1198 CC|73.75 bhp|5.0|5480.0
948|Maruti Ritz VXi|2013|35433|Petroleo|Manual|Primer|18.5 kmpl|1197 CC|85.80 bhp|5.0|4200.0
949|Hyundai Verna CRDi SX|2013|82966|Diesel|Manual|Primer|16.8 kmpl|1493 CC|110 bhp|5.0|7200.0
950|Maruti Swift Dzire Tour LDI|2014|96000|Diesel|Manual|Primer|23.4 kmpl|1248 CC|74 bhp|5.0|4800.0
951|Mahindra KUV 100 mFALCON D75 K6|2017|39528|Diesel|Manual|Primer|25.32 kmpl|1198 CC|77 bhp|6.0|5830.0
952|Toyota Innova Crysta 2.4 ZX MT|2018|92056|Diesel|Manual|Primer|13.68 kmpl|2393 CC|147.8 bhp|7.0|18390.0
953|Maruti Baleno Delta 1.2|2016|14930|Petroleo|Manual|Primer|21.4 kmpl|1197 CC|83.1 bhp|5.0|5850.0
954|Honda Jazz VX Diesel|2016|38000|Diesel|Manual|Primer|27.3 kmpl|1498 CC|98.6 bhp|5.0|6210.0
955|Hyundai i20 1.2 Asta|2013|71000|Petroleo|Manual|Primer|17.0 kmpl|1197 CC|80 bhp|5.0|3650.0
956|Hyundai i20 Sportz Diesel|2012|71000|Diesel|Manual|Primer|23.0 kmpl|1396 CC|90 bhp|5.0|3700.0
957|Mercedes-Benz New C-Class C 220d Avantgarde Edition C|2015|50000|Diesel|Automatico|Primer|19.27 kmpl|2143 CC|167.62 bhp|5.0|30000.0
958|Hyundai Xcent 1.2 Kappa Base|2016|48163|Petroleo|Manual|Primer|19.1 kmpl|1197 CC|82 bhp|5.0|4850.0
959|Hyundai Grand i10 AT Asta|2017|19168|Petroleo|Automatico|Primer|18.9 kmpl|1197 CC|82 bhp|5.0|6930.0
960|Maruti Alto 800 VXI|2016|26000|Petroleo|Manual|Primer|22.74 kmpl|796 CC|47.3 bhp|5.0|2600.0
961|Chevrolet Sail Hatchback 1.2 LS|2014|37400|Petroleo|Manual|Primer|18.2 kmpl|1199 CC|82.5 bhp|5.0|1890.0
962|Mercedes-Benz C-Class Progressive C 220d|2018|8682|Diesel|Automatico|Primer|0.0 kmpl|1950 CC|194 bhp|5.0|39500.0
963|Skoda Superb Elegance 1.8 TSI AT|2012|95000|Petroleo|Automatico|Primer|13.7 kmpl|1798 CC|157.75 bhp|5.0|10000.0
964|Audi A4 2.0 TDI|2009|34000|Diesel|Automatico|Primer|16.55 kmpl|1968 CC|147.51 bhp|5.0|9950.0
965|Toyota Innova 2.5 G (Diesel) 7 Seater BS IV|2014|95000|Diesel|Manual|Segundo|12.8 kmpl|2494 CC|102 bhp|8.0|9450.0
966|Mercedes-Benz CLA 200 CDI Sport|2017|13689|Diesel|Automatico|Primer|17.9 kmpl|2143 CC|136 bhp|5.0|28250.0
967|Hyundai i10 Era|2008|84000|Petroleo|Manual|Segundo|19.81 kmpl|1086 CC|68.05 bhp|5.0|1800.0
968|Maruti Swift Dzire VXi|2008|47000|Petroleo|Manual|Segundo|17.5 kmpl|1298 CC|85.8 bhp|5.0|1400.0
969|Skoda Rapid 1.5 TDI AT Ambition|2015|60001|Diesel|Automatico|Primer|21.66 kmpl|1498 CC|103.52 bhp|5.0|7250.0
970|Maruti Ritz VDi|2012|96000|Diesel|Manual|Primer|21.1 kmpl|1248 CC|73.9 bhp|5.0|3600.0
971|Hyundai Accent GLS 1.6|2004|47300|Petroleo|Manual|Segundo|14.4 kmpl|1599 CC|94 bhp|5.0|1200.0
972|Honda Amaze SX i-VTEC|2014|28246|Petroleo|Manual|Segundo|17.8 kmpl|1198 CC|86.7 bhp|5.0|4940.0
973|Maruti Wagon R LXI|2007|65000|Petroleo|Manual|Segundo|18.9 kmpl|998 CC|67.1 bhp|5.0|1250.0
974|Volkswagen Polo Diesel Comfortline 1.2L|2013|68000|Diesel|Manual|Segundo|22.07 kmpl|1199 CC|73.9 bhp|5.0|4800.0
975|Ford Endeavour 2.2 Trend AT 4X2|2019|11209|Diesel|Automatico|Primer|12.62 kmpl|2198 CC|158 bhp|7.0|31150.0
976|Hyundai i20 1.2 Sportz|2011|41980|Petroleo|Manual|Segundo|17.0 kmpl|1197 CC|80 bhp|5.0|3300.0
977|Chevrolet Beat Diesel PS|2012|65000|Diesel|Manual|Primer|25.44 kmpl|936 CC|57.6 bhp|5.0|2400.0
978|Honda Civic 2010-2013 1.8 V MT|2010|38000|Petroleo|Manual|Primer|14.8 kmpl|1799 CC|130.2 bhp|5.0|2000.0
979|Maruti Wagon R VXI BS IV|2014|51000|Petroleo|Manual|Primer|20.51 kmpl|998 CC|67.04 bhp|5.0|3100.0
980|Skoda Rapid 1.6 MPI Ambition Plus|2014|33855|Petroleo|Manual|Primer|15.0 kmpl|1598 CC|103.6 bhp|5.0|5090.0
981|Maruti Baleno Vxi - BSIII|2006|146000|Petroleo|Manual|Segundo|15.4 kmpl|1590 CC|94 bhp|5.0|1050.0
982|Ford EcoSport 1.5 TDCi Titanium|2015|47037|Diesel|Manual|Segundo|22.77 kmpl|1498 CC|98.59 bhp|5.0|7000.0
983|Hyundai Accent GLE|2010|58000|Petroleo|Manual|Segundo|13.2 kmpl|1495 CC|94 bhp|5.0|2500.0
984|BMW 5 Series 520d Luxury Line|2012|61240|Diesel|Automatico|Primer|22.48 kmpl|1995 CC|190 bhp|5.0|17500.0
985|Maruti Alto K10 2010-2014 VXI|2011|91211|Petroleo|Manual|Primer|20.92 kmpl|998 CC|67.1 bhp|5.0|2100.0
986|Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus|2013|84000|Diesel|Automatico|Primer|15.73 kmpl|1968 CC|174.33 bhp|5.0|17750.0
987|Maruti Wagon R LXI DUO BSIII|2008|64226|GLP|Manual|Primer|17.3 kmpl|1061 CC|57.5 bhp|5.0|1450.0
988|Toyota Corolla H4|2005|67000|Petroleo|Automatico|Segundo|11.3 kmpl|1794 CC|125 bhp|5.0|2450.0
989|Volvo XC60 D5|2011|106976|Diesel|Automatico|Primer|13.5 kmpl|2400 CC|215 bhp|5.0|13800.0
990|Honda Jazz 1.5 VX i DTEC|2016|27210|Diesel|Manual|Primer|27.3 kmpl|1498 CC|98.6 bhp|5.0|5850.0
991|Maruti Ciaz 1.3 Alpha|2017|26322|Diesel|Manual|Primer|28.09 kmpl|1248 CC|88.5 bhp|5.0|8900.0
992|Maruti Swift VXI BSIV|2016|9107|Petroleo|Manual|Primer|20.4 kmpl|1197 CC|81.80 bhp|5.0|5150.0
993|Mercedes-Benz New C-Class C 220 CDI Avantgarde|2015|63983|Diesel|Automatico|Primer|19.27 kmpl|2143 CC|170 bhp|5.0|16560.0
994|Maruti Wagon R VXI Minor|2010|134000|Petroleo|Manual|Segundo|18.9 kmpl|1061 CC|67 bhp|5.0|1650.0
995|Mercedes-Benz A Class A180 Sport|2015|11000|Petroleo|Automatico|Primer|15.5 kmpl|1595 CC|120.7 bhp|5.0|16000.0
996|Hyundai Santro Xing GL|2008|93000|Petroleo|Manual|Primer|0.0 kmpl|1086 CC|62 bhp|5.0|1450.0
997|Maruti Swift Dzire AMT ZDI|2017|24852|Diesel|Automatico|Primer|26.59 kmpl|1248 CC|74 bhp|5.0|8080.0
998|Hyundai Grand i10 AT Asta|2014|37632|Petroleo|Automatico|Primer|18.9 kmpl|1197 CC|82 bhp|5.0|4500.0
999|Nissan Sunny 2011-2014 XV Special Edition|2013|55000|Petroleo|Manual|Segundo|16.95 kmpl|1498 CC|97.7 bhp|5.0|4300.0
1000|Maruti A-Star Lxi|2010|81448|Petroleo|Manual|Primer|19.0 kmpl|998 CC|66.1 bhp|5.0|2600.0
1001|Renault KWID RXT Optional|2018|1900|Petroleo|Manual|Primer|25.17 kmpl|799 CC|53.3 bhp|5.0|4450.0
1002|Hyundai Verna 1.6 SX VTVT (O) AT|2012|54957|Petroleo|Automatico|Primer|17.1 kmpl|1591 CC|121.4 bhp|5.0|5370.0
1003|Maruti Wagon R LXI Minor|2008|55000|Petroleo|Manual|Segundo|18.9 kmpl|1061 CC|67 bhp|5.0|1750.0
1004|BMW 3 Series 320d Sport Line|2013|21983|Diesel|Automatico|Primer|18.88 kmpl|1995 CC|184 bhp|5.0|16500.0
1005|BMW 5 Series 2003-2012 520d|2013|76000|Diesel|Automatico|Primer|18.48 kmpl|1995 CC|177 bhp|5.0|19000.0
1006|Tata Indigo CS eVX|2016|65000|Diesel|Manual|Primer|25.0 kmpl|1396 CC|69.01 bhp|5.0|2800.0
1007|Hyundai i20 Sportz 1.4 CRDi|2015|26000|Diesel|Manual|Primer|22.54 kmpl|1396 CC|88.73 bhp|5.0|6200.0
1008|Maruti Omni E MPI STD BS IV|2019|11571|Petroleo|Manual|Primer|16.8 kmpl|796 CC|34.2 bhp|8.0|3800.0
1009|Maruti Swift ZDi|2014|81000|Diesel|Manual|Primer|25.2 kmpl|1248 CC|74 bhp|5.0|6100.0
1010|Ford Ecosport Signature Edition Diesel|2019|23154|Diesel|Manual|Primer|23.0 kmpl|1498 CC|98.96 bhp|5.0|11650.0
1011|Honda Brio VX AT|2014|26856|Petroleo|Automatico|Primer|16.5 kmpl|1198 CC|86.8 bhp|5.0|4150.0
1012|Toyota Innova Crysta 2.4 GX MT|2017|67489|Diesel|Manual|Primer|13.68 kmpl|2393 CC|147.8 bhp|7.0|16500.0
1013|Mahindra Scorpio 2.6 LX|2008|176000|Diesel|Manual|Segundo|10.5 kmpl|2179 CC|120 bhp|8.0|4300.0
1014|Hyundai i20 1.2 Magna|2010|18000|Petroleo|Manual|Primer|18.5 kmpl|1197 CC|80 bhp|5.0|2250.0
1015|Hyundai Verna 1.6 SX|2014|63003|Diesel|Manual|Primer|22.32 kmpl|1582 CC|126.32 bhp|5.0|6750.0
1016|Mahindra XUV500 W6 2WD|2014|80000|Diesel|Manual|Primer|15.1 kmpl|2179 CC|140 bhp|7.0|9400.0
1017|Volkswagen Vento 1.5 TDI Comfortline|2014|56658|Diesel|Manual|Primer|20.64 kmpl|1498 CC|108.5 bhp|5.0|5390.0
1018|Maruti Swift Dzire VDI Optional|2019|18592|Diesel|Manual|Primer|26.59 kmpl|1248 CC|74 bhp|5.0|8510.0
1019|Tata Manza Aura Safire BS IV|2010|75695|Petroleo|Manual|Primer|13.7 kmpl|1368 CC|88.8 bhp|5.0|1850.0
1020|Maruti Swift VDI|2012|82000|Diesel|Manual|Segundo|22.9 kmpl|1248 CC|74 bhp|5.0|2500.0
1021|Volkswagen Polo Diesel Highline 1.2L|2013|60000|Diesel|Manual|Primer|22.07 kmpl|1199 CC|73.9 bhp|5.0|4750.0
1022|Honda City 1.5 V MT|2009|138000|Petroleo|Manual|Segundo|17.0 kmpl|1497 CC|118 bhp|5.0|3500.0
1023|Hyundai i20 Asta (o) 1.4 CRDi (Diesel)|2014|67000|Diesel|Manual|Primer|23.0 kmpl|1396 CC|90 bhp|5.0|5500.0
1024|Honda City 1.5 V MT|2012|42750|Petroleo|Manual|Primer|17.0 kmpl|1497 CC|118 bhp|5.0|6330.0
1025|Chevrolet Beat Diesel|2014|52398|Diesel|Manual|Primer|25.44 kmpl|936 CC|57.6 bhp|5.0|2470.0
1026|Chevrolet Spark 1.0 LS|2014|36657|Petroleo|Manual|Primer|16.2 kmpl|995 CC|62.1 bhp|5.0|3300.0
1027|Tata New Safari DICOR 2.2 EX 4x2|2011|77000|Diesel|Manual|Segundo|11.57 kmpl|2179 CC|138.1 bhp|7.0|3500.0
1028|Mercedes-Benz GL-Class 350 CDI Blue Efficiency|2014|85000|Diesel|Automatico|Primer|11.3 kmpl|2987 CC|254.8 bhp|7.0|38750.0
